iter	Logloss
0	0.6441706615
1	0.6029100211
2	0.5549728056
3	0.5255946211
4	0.4936292022
5	0.4597237341
6	0.4284885698
7	0.4012105562
8	0.3773877741
9	0.3601451686
10	0.3408109274
11	0.324611422
12	0.3015111453
13	0.2863330697
14	0.2747653196
15	0.2595788227
16	0.2452367922
17	0.2329721179
18	0.2243874246
19	0.216446201
20	0.2056544425
21	0.1948064297
22	0.1872894743
23	0.1785781076
24	0.1694543913
25	0.1614286822
26	0.1541425918
27	0.1470873749
28	0.1416652847
29	0.133294689
30	0.1280292516
31	0.1221799932
32	0.1158505387
33	0.1113288285
34	0.1064538846
35	0.1016957754
36	0.09719464639
37	0.09149953554
38	0.08790538923
39	0.0840101169
40	0.07907479656
41	0.07645873313
42	0.07281140234
43	0.07078640048
44	0.06788523244
45	0.06471656364
46	0.0624668728
47	0.06022039646
48	0.05820045738
49	0.05654119495
50	0.05451540484
51	0.05247034512
52	0.0507755005
53	0.04880440156
54	0.04714787338
55	0.04547867322
56	0.04398277954
57	0.04284198025
58	0.04172946965
59	0.04076440098
60	0.03973801005
61	0.03875573558
62	0.0372713799
63	0.03617008714
64	0.03530588701
65	0.03437522309
66	0.03358666677
67	0.03289602872
68	0.03189585702
69	0.03114031635
70	0.03069015017
71	0.02996301441
72	0.02917155407
73	0.02848433921
74	0.02790679618
75	0.02751554849
76	0.02704729505
77	0.02637188981
78	0.02586211613
79	0.02551940985
80	0.02495275666
81	0.02454449503
82	0.024173543
83	0.02381021599
84	0.02351856223
85	0.023205555
86	0.02285206741
87	0.02242604758
88	0.02211107388
89	0.02173616193
90	0.02133187954
91	0.02100201818
92	0.02047065828
93	0.0202208872
94	0.01978118453
95	0.01940054621
96	0.01918647878
97	0.01894679842
98	0.01873770199
99	0.0184923402
100	0.01821985116
101	0.01801787404
102	0.01775644376
103	0.01755721737
104	0.01738897232
105	0.01721194294
106	0.01703904327
107	0.0167950001
108	0.01659707639
109	0.01640587614
110	0.01624748141
111	0.01610583831
112	0.01591694332
113	0.0157443312
114	0.01562373359
115	0.01547253385
116	0.01521336966
117	0.01504886128
118	0.01493802752
119	0.01478927567
120	0.01465513449
121	0.01449894231
122	0.01437882369
123	0.01421917933
124	0.01408097413
125	0.01393551334
126	0.01382472877
127	0.0136529494
128	0.01352531165
129	0.01340800759
130	0.01326733963
131	0.01307689213
132	0.01291476205
133	0.012787704
134	0.01262944401
135	0.01251900339
136	0.01242205171
137	0.01230540823
138	0.01211562874
139	0.01203510225
140	0.01193934148
141	0.01187348198
142	0.01173698452
143	0.01161178573
144	0.01150573335
145	0.01141068257
146	0.01133239907
147	0.01123352937
148	0.01114481662
149	0.01106489923
150	0.01099844361
151	0.01091195978
152	0.01086300141
153	0.01079463079
154	0.01071596804
155	0.01063777203
156	0.01056823758
157	0.01049858847
158	0.01043499652
159	0.01028540553
160	0.0102028198
161	0.01014299897
162	0.0100707884
163	0.009971314621
164	0.009914380201
165	0.009862799075
166	0.009799132407
167	0.00972114924
168	0.009626709457
169	0.009541713647
170	0.009445475088
171	0.009340572837
172	0.009249155373
173	0.009143652501
174	0.009074706647
175	0.008971019479
176	0.008916615908
177	0.008819650185
178	0.008767692081
179	0.008669226864
180	0.008602699567
181	0.008544916727
182	0.008489480495
183	0.008432989229
184	0.008392981891
185	0.008333769033
186	0.008220326825
187	0.008182923132
