iter	Passed	Remaining
288	31090	76488
289	31196	76376
290	31300	76261
291	31403	76142
292	31510	76033
293	31611	75909
294	31711	75785
295	31811	75660
296	31914	75540
297	32014	75416
298	32115	75293
299	32215	75169
300	32317	75048
301	32420	74932
302	32520	74807
303	32619	74680
304	32721	74561
305	32822	74439
306	32923	74319
307	33026	74201
308	33126	74079
309	33232	73969
310	33333	73848
311	33432	73723
312	33531	73597
313	33631	73475
314	33727	73343
315	33829	73225
316	33933	73111
317	34036	72995
318	34139	72880
319	34241	72762
320	34341	72642
321	34441	72520
322	34546	72409
323	34648	72290
324	34750	72173
325	34849	72050
326	34954	71939
327	35055	71821
328	35157	71704
329	35260	71589
330	35357	71463
331	35459	71345
332	35559	71226
333	35656	71099
334	35754	70974
335	35859	70864
336	35959	70746
337	36059	70626
338	36159	70506
339	36263	70393
340	36525	70588
341	36677	70566
342	36780	70450
343	36881	70331
344	36987	70223
345	37086	70099
346	37184	69974
347	37287	69860
348	37389	69744
349	37490	69625
350	37591	69507
351	37696	69395
352	37797	69277
353	37898	69159
354	37998	69039
355	38102	68927
356	38201	68804
357	38301	68686
358	38404	68570
359	38503	68450
360	38605	68334
361	38705	68216
362	38806	68098
363	38905	67977
364	39007	67862
365	39107	67743
366	39221	67648
367	39325	67537
368	39441	67446
369	39556	67352
370	39668	67254
371	39776	67149
372	39894	67061
373	40007	66964
374	40110	66850
375	40225	66758
376	40335	66654
377	40454	66568
378	40560	66458
379	40675	66365
380	40802	66290
381	40909	66183
382	41021	66084
383	41146	66006
384	41258	65906
385	41372	65810
386	41482	65707
387	41588	65598
388	41720	65530
389	41865	65482
390	42004	65424
391	42122	65333
392	42237	65237
393	42339	65120
394	42453	65024
395	42562	64918
396	42672	64814
397	42832	64787
398	42955	64702
399	43096	64644
400	43235	64584
401	43375	64523
402	43537	64496
403	43668	64422
404	43816	64372
405	43981	64347
406	44144	64318
407	44348	64348
408	44532	64348
409	44698	64322
410	44878	64315
411	45050	64295
412	45216	64266
413	45326	64157
414	45439	64053
415	45563	63964
416	45676	63859
417	45785	63749
418	45893	63637
419	45995	63518
420	46102	63404
421	46203	63283
422	46306	63165
423	46413	63052
424	46517	62936
425	46620	62816
426	46719	62693
427	46834	62591
428	46937	62474
429	47043	62359
430	47145	62240
431	47250	62126
432	47355	62010
433	47458	61893
434	47558	61772
435	47665	61658
436	47768	61540
437	47889	61446
438	48166	61552
439	48290	61460
440	48396	61345
441	48501	61230
442	48604	61112
443	48708	60995
444	48815	60882
445	48917	60762
446	49020	60645
447	49124	60527
448	49231	60415
449	49333	60296
450	49438	60180
451	49540	60062
452	49644	59946
453	49744	59824
454	49850	59710
455	49952	59592
456	50053	59472
457	50155	59354
458	50256	59234
459	50356	59114
460	50457	58994
461	50555	58871
462	50652	58748
463	50754	58630
464	50852	58507
465	50951	58386
466	51053	58269
467	51152	58147
468	51252	58027
469	51353	57909
470	51453	57789
471	51550	57666
472	51652	57549
473	51750	57427
474	51848	57306
475	51949	57188
476	52048	57067
477	52148	56948
478	52248	56829
479	52348	56710
480	52445	56588
481	52547	56472
482	52646	56352
483	52746	56233
484	52845	56114
485	52943	55993
486	53047	55879
487	53147	55761
488	53246	55641
489	53346	55523
490	53445	55404
491	53544	55285
492	53644	55168
493	53742	55048
494	53841	54929
495	53940	54810
496	54039	54691
497	54142	54577
498	54243	54461
499	54344	54344
500	54444	54226
501	54543	54108
502	54639	53987
503	54740	53871
504	54837	53751
505	54935	53632
506	55036	53517
507	55139	53403
508	55250	53296
509	55355	53184
510	55467	53079
511	55574	52969
512	55683	52861
513	55784	52745
514	55905	52648
515	56007	52533
516	56109	52419
517	56218	52311
518	56332	52208
519	56443	52102
520	56568	52007
521	56680	51903
522	56787	51792
523	56901	51689
524	57007	51578
525	57120	51473
526	57221	51358
527	57329	51249
528	57432	51135
529	57545	51031
530	57647	50916
531	57754	50806
532	57872	50706
533	57994	50609
534	58103	50501
535	58212	50392
536	58313	50277
537	58421	50168
538	58530	50060
539	58642	49954
540	58765	49858
541	58869	49746
542	58973	49632
543	59098	49538
544	59211	49433
545	59315	49320
546	59423	49212
547	59531	49102
548	59643	48997
549	59751	48887
550	59859	48778
551	59970	48672
552	60077	48561
553	60185	48452
554	60284	48336
555	60387	48222
556	60489	48109
557	60591	47995
558	60705	47891
559	60807	47777
560	60908	47662
561	61015	47553
562	61126	47446
563	61297	47385
564	61468	47325
565	61592	47228
566	61708	47124
567	61808	47009
568	61913	46897
569	62012	46781
570	62111	46665
571	62211	46550
572	62315	46437
573	62414	46321
574	62513	46205
575	62614	46091
576	62711	45974
577	62811	45858
578	62908	45741
579	63008	45626
580	63104	45509
581	63204	45394
582	63302	45277
583	63400	45162
584	63501	45048
585	63600	44932
586	63700	44818
587	63796	44700
588	63896	44586
589	63994	44471
590	64093	44355
591	64189	44238
592	64288	44123
593	64386	44008
594	64483	43892
595	64583	43777
596	64680	43662
597	64783	43549
598	64882	43435
599	64981	43321
600	65080	43206
601	65182	43093
602	65284	42981
603	65424	42894
604	65685	42885
605	65797	42779
606	65897	42664
607	65998	42551
608	66100	42439
609	66196	42322
610	66296	42208
611	66396	42094
612	66496	41980
613	66595	41866
614	66699	41754
615	66796	41639
616	66894	41524
617	66993	41409
618	67092	41295
619	67191	41182
620	67289	41067
621	67392	40955
622	67491	40841
623	67590	40727
624	67689	40613
625	67786	40498
626	67884	40384
627	67984	40271
628	68083	40157
629	68180	40042
630	68282	39930
631	68379	39816
632	68477	39701
633	68575	39587
634	68672	39473
635	68775	39361
636	68877	39250
637	68975	39136
638	69077	39024
639	69173	38909
640	69274	38798
641	69374	38685
642	69470	38570
643	69567	38456
644	69669	38345
645	69767	38231
646	69865	38118
647	69970	38008
648	70070	37896
649	70168	37782
650	70268	37670
651	70365	37556
652	70462	37443
653	70565	37333
654	70665	37220
655	70763	37107
656	70864	36996
657	70965	36884
658	71064	36772
659	71177	36667
660	71293	36563
661	71399	36454
662	71505	36345
663	71606	36234
664	71723	36131
665	71841	36028
666	71952	35922
667	72056	35812
668	72162	35703
669	72287	35604
670	72413	35505
671	72522	35398
672	72649	35299
673	72805	35214
674	72926	35112
675	73035	35005
676	73138	34894
677	73250	34788
678	73353	34677
679	73459	34569
680	73575	34465
681	73691	34360
682	73801	34253
683	73907	34144
684	74007	34032
685	74110	33922
686	74215	33812
687	74323	33704
688	74434	33598
689	74539	33488
690	74641	33377
691	74747	33268
692	74858	33162
693	74963	33053
694	75063	32941
695	75169	32832
696	75289	32729
697	75392	32619
698	75492	32508
699	75592	32396
700	75699	32288
701	75815	32183
702	75921	32075
703	76033	31968
704	76135	31858
705	76246	31751
706	76362	31646
707	76476	31540
708	76579	31431
709	76687	31323
710	76803	31218
711	76909	31109
712	77016	31001
713	77127	30894
714	77235	30786
715	77343	30678
716	77451	30570
717	77553	30459
718	77650	30347
719	77749	30236
720	77849	30124
721	77949	30013
722	78047	29901
723	78147	29791
724	78246	29679
725	78345	29568
726	78454	29460
727	78562	29352
728	78678	29248
729	78793	29142
730	78911	29038
731	79026	28933
732	79143	28828
733	79262	28724
734	79381	28620
735	79497	28515
736	79613	28410
737	79731	28305
738	79846	28200
739	79962	28094
740	80079	27989
741	80198	27885
742	80315	27780
743	80431	27675
744	80546	27569
745	80664	27464
746	80781	27359
747	80898	27254
748	81015	27149
749	81138	27046
750	81255	26940
751	81370	26835
752	81486	26729
753	81609	26625
754	81725	26520
755	82005	26467
756	82161	26374
757	82281	26269
758	82402	26164
759	82524	26060
760	82648	25956
761	82767	25851
762	82886	25746
763	83004	25640
764	83123	25534
765	83228	25424
766	83329	25314
767	83435	25204
768	83536	25093
769	83637	24982
770	83741	24872
771	83840	24761
772	83940	24650
773	84041	24539
774	84139	24427
775	84239	24316
776	84344	24206
777	84444	24096
778	84546	23985
779	84650	23875
780	84748	23764
781	84846	23652
782	84946	23542
783	85045	23430
784	85145	23320
785	85246	23209
786	85350	23099
787	85450	22989
788	85553	22879
789	85652	22768
790	85750	22657
791	85850	22546
792	85951	22436
793	86057	22327
794	86160	22217
795	86258	22106
796	86357	21995
797	86459	21885
798	86557	21774
799	86656	21664
800	86753	21553
801	86853	21442
802	86950	21331
803	87049	21221
804	87159	21113
805	87270	21005
806	87378	20897
807	87496	20791
808	87605	20683
809	87719	20576
810	87822	20466
811	87930	20358
812	88042	20250
813	88142	20140
814	88247	20031
815	88363	19925
816	88480	19818
817	88593	19711
818	88708	19604
819	88810	19494
820	88936	19390
821	89037	19280
822	89139	19170
823	89242	19061
824	89354	18954
825	89457	18844
826	89568	18736
827	89670	18627
828	89797	18522
829	89909	18415
830	90022	18307
831	90125	18198
832	90232	18089
833	90338	17980
834	90449	17873
835	90552	17763
836	90657	17654
837	90765	17546
838	90868	17437
839	90976	17328
840	91097	17222
841	91206	17114
842	91322	17007
843	91432	16899
844	91539	16791
845	91671	16687
846	91782	16579
847	91890	16471
848	92000	16362
849	92118	16256
850	92227	16147
851	92341	16040
852	92449	15932
853	92552	15822
854	92663	15714
855	92771	15606
856	92876	15497
857	92992	15390
858	93101	15282
859	93210	15173
860	93312	15064
861	93410	14954
862	93512	14844
863	93610	14735
864	93712	14625
865	93817	14516
866	93923	14408
867	94023	14298
868	94120	14188
869	94222	14079
870	94325	13970
871	94424	13860
872	94525	13751
873	94624	13641
874	94722	13531
875	94828	13423
876	94924	13313
877	95024	13203
878	95124	13094
879	95222	12984
880	95322	12875
881	95419	12765
882	95518	12656
883	95614	12546
884	95714	12437
885	95814	12328
886	95912	12218
887	96011	12109
888	96113	12000
889	96211	11891
890	96311	11782
891	96411	11673
892	96511	11564
893	96610	11454
894	96709	11345
895	96808	11236
896	96905	11127
897	97008	11018
898	97106	10909
899	97204	10800
900	97305	10691
901	97404	10582
902	97504	10473
903	97605	10365
904	97704	10256
905	97801	10147
906	97905	10038
907	98003	9929
908	98099	9820
909	98200	9712
910	98300	9603
911	98397	9494
912	98498	9385
913	98764	9292
914	98899	9187
915	98998	9078
916	99095	8969
917	99196	8860
918	99298	8752
919	99395	8643
920	99490	8533
921	99593	8425
922	99695	8316
923	99792	8208
924	99897	8099
925	99996	7991
926	100095	7882
927	100195	7773
928	100294	7665
929	100390	7556
930	100491	7447
931	100587	7339
932	100685	7230
933	100785	7121
934	100886	7013
935	100982	6904
936	101082	6796
937	101180	6687
938	101276	6579
939	101377	6470
940	101473	6362
941	101569	6253
942	101667	6145
943	101766	6036
944	101862	5928
945	101961	5820
946	102058	5711
947	102158	5603
948	102257	5495
949	102353	5387
950	102450	5278
951	102550	5170
952	102656	5062
953	102754	4954
954	102854	4846
955	102949	4738
956	103056	4630
957	103164	4522
958	103283	4415
959	103389	4307
960	103503	4200
961	103605	4092
962	103708	3984
963	103822	3877
964	103925	3769
965	104043	3661
966	104165	3554
967	104280	3447
968	104409	3340
969	104522	3232
970	104649	3125
971	104753	3017
972	104857	2909
973	104960	2801
974	105068	2694
975	105167	2586
976	105273	2478
977	105390	2370
978	105505	2263
979	105607	2155
980	105718	2047
981	105821	1939
982	105922	1831
983	106032	1724
984	106139	1616
985	106250	1508
986	106350	1400
987	106451	1292
988	106555	1185
989	106661	1077
990	106772	969
991	106886	861
992	107006	754
993	107115	646
994	107221	538
995	107332	431
996	107446	323
997	107550	215
998	107679	107
999	107790	0
