iter	Logloss
218	0.3885503725
219	0.3877718416
220	0.3866616907
221	0.3857232654
222	0.384892703
223	0.3836096124
224	0.3828617007
225	0.3821138929
226	0.3812995648
227	0.38035341
228	0.3795491747
229	0.3787043231
230	0.3777739093
231	0.3766607404
232	0.3759028461
233	0.3752077263
234	0.3745824643
235	0.3735812072
236	0.3729105164
237	0.3718714976
238	0.3708925099
239	0.3700742683
240	0.3694018757
241	0.3686502143
242	0.367994373
243	0.3672082474
244	0.3665817522
245	0.3660400342
246	0.3651521481
247	0.3642201797
248	0.3632787006
249	0.3623892989
250	0.3615651143
251	0.3607038836
252	0.3597483901
253	0.3589479009
254	0.3580742322
255	0.3572377086
256	0.3563240062
257	0.3556143604
258	0.3547809933
259	0.3539653291
260	0.3530802589
261	0.3521432755
262	0.3514355857
263	0.3508378393
264	0.3501462429
265	0.3493931182
266	0.348228377
267	0.3472673411
268	0.3466065872
269	0.3460599139
270	0.3453004532
271	0.344714734
272	0.3441392469
273	0.3435660609
274	0.3430611885
275	0.3423430215
276	0.3412241316
277	0.3407569403
278	0.3401032462
279	0.3390398261
280	0.3384324748
281	0.3371777349
282	0.3365662967
283	0.3356216844
284	0.3347311281
285	0.3340863076
286	0.3334694775
287	0.332877633
288	0.3322657243
289	0.3313171454
290	0.3307382937
291	0.3303059048
292	0.3298977861
293	0.3292205183
294	0.3285993067
295	0.3280529181
296	0.3271580162
297	0.3265982466
298	0.3260520625
299	0.3252601855
300	0.3247198068
301	0.3236435726
302	0.3228191051
303	0.3220008098
304	0.321247565
305	0.3204480771
306	0.3197601614
307	0.3193121803
308	0.318725983
309	0.3179242631
310	0.3169546119
311	0.3161864172
312	0.3151647169
313	0.3144652822
314	0.3137181331
315	0.3130009166
316	0.3123087495
317	0.3116946847
318	0.3109040251
319	0.3099622697
320	0.3092117845
321	0.3087352366
322	0.308123032
323	0.3075739018
324	0.3065542356
325	0.3059896893
326	0.3055547665
327	0.3049839731
328	0.3042641776
329	0.3034689807
330	0.3029514033
331	0.3022401791
332	0.3016246805
333	0.3010605427
334	0.3004670098
335	0.2998900394
336	0.2990809569
337	0.2984038864
338	0.2978435226
339	0.2971291745
340	0.2965583384
341	0.2957692701
342	0.2952354338
343	0.2946790617
344	0.2939936072
345	0.2935046552
346	0.2928152029
347	0.2922224043
348	0.2915746656
349	0.2907662886
350	0.2901400344
351	0.2896602329
352	0.2889548699
353	0.2884171943
354	0.2878302622
355	0.2871496542
356	0.2864516012
357	0.2856393011
358	0.28502057
359	0.2846817385
360	0.2838303767
361	0.2833742711
362	0.2828009401
363	0.2820758502
364	0.281604796
365	0.2809316903
366	0.2804164052
367	0.2797015813
368	0.2791446326
369	0.2784583433
370	0.2777940538
371	0.2771507072
372	0.2767216905
373	0.276079842
374	0.2753623146
375	0.2747997077
376	0.2743038599
377	0.2737351648
378	0.2732892434
379	0.2728176138
380	0.2722489908
381	0.2715073702
382	0.2709803414
383	0.270409082
384	0.2698261823
385	0.2691824863
386	0.2684865056
387	0.2680205072
388	0.2675369771
389	0.2670757593
390	0.2664209761
391	0.2658648761
392	0.2653306076
393	0.2649617966
394	0.2645698722
395	0.2641308996
396	0.2636364431
397	0.2631834197
398	0.2626399488
399	0.2622449629
400	0.2616354166
401	0.26100635
402	0.2605760911
403	0.2599672016
404	0.2593944841
405	0.2589986142
406	0.2586474329
407	0.2581971767
408	0.2576719885
409	0.25724453
410	0.2564865208
411	0.2558969924
412	0.2553746475
413	0.2547798451
414	0.254320875
415	0.253646681
416	0.2531342811
417	0.2526768523
418	0.2519296379
419	0.2512193675
420	0.2506162583
421	0.250002448
422	0.2493593123
423	0.2489724572
424	0.2484099984
425	0.2479334352
426	0.2474109369
427	0.2469817241
428	0.246567591
429	0.2461456725
430	0.2456004469
431	0.2451945162
432	0.2446350111
433	0.2442620036
434	0.2438662971
435	0.2435076531
436	0.2428143681
437	0.2420915251
438	0.2416546008
439	0.2411488769
440	0.2406334792
441	0.2403405791
442	0.2398181862
443	0.239172656
444	0.2385746808
445	0.238032186
446	0.2375436229
447	0.2372421347
448	0.2367892051
449	0.2363625317
450	0.2357822402
451	0.2351753958
452	0.2347280351
453	0.2344570857
454	0.2339474106
455	0.2335791996
456	0.2332005133
457	0.2325779952
458	0.2322299647
459	0.2317365474
460	0.231468562
461	0.2311116049
462	0.2306026377
463	0.2300463971
464	0.2296087954
465	0.2292326008
466	0.2286817845
467	0.2281977603
468	0.2277427885
469	0.2272025892
470	0.2267079568
471	0.2264377626
472	0.2260016219
473	0.2254130811
474	0.2248537008
475	0.2242303273
476	0.2238498696
477	0.2233301414
478	0.2228434979
479	0.2222391147
480	0.2217253942
481	0.2213150056
482	0.2209998496
483	0.2207029965
484	0.2203177722
485	0.2198910239
486	0.219529891
487	0.2190424821
488	0.2184344382
489	0.2180764392
490	0.2174729938
491	0.216922502
492	0.2164107622
493	0.2162265269
494	0.2158600942
495	0.2154114419
496	0.2148565279
497	0.2143607852
498	0.2140296703
499	0.2136173889
500	0.2131833061
501	0.2128294494
502	0.2124481678
503	0.2121067646
504	0.2116587819
505	0.2113111197
506	0.2108603835
507	0.2103480265
508	0.2098493515
509	0.2093940565
510	0.2089955436
511	0.2087130411
512	0.2083966568
513	0.2080064787
514	0.207594475
515	0.2072457748
516	0.2068169453
517	0.2064425728
518	0.2061643624
519	0.2057773338
520	0.2054896911
521	0.2049535322
522	0.2044124089
523	0.204065876
524	0.2037225678
525	0.2034073668
526	0.2031032917
527	0.2027061404
528	0.2024483169
529	0.2020957934
530	0.2016165908
531	0.2013262738
532	0.2010127491
533	0.2005234681
534	0.2000892735
535	0.1997298739
536	0.1993721361
537	0.1988965223
538	0.1985897024
539	0.1982798764
540	0.1979383763
541	0.1975757321
542	0.1972008215
543	0.1967681993
544	0.1965220141
545	0.1959936563
546	0.1956515413
547	0.1952952719
548	0.1948790243
549	0.194555218
550	0.1940475059
551	0.1935875458
552	0.1931168649
553	0.1928391978
554	0.1924860819
555	0.1920179817
556	0.1916117578
557	0.191147742
558	0.1906093544
559	0.1901559138
560	0.1898841778
561	0.1894703552
562	0.1890953663
563	0.1888196227
564	0.1884123169
565	0.1880364246
566	0.1875275114
567	0.1871438864
568	0.1866962274
569	0.1863539592
570	0.1858197029
571	0.1855521276
572	0.1852580227
573	0.1849025011
574	0.1845247168
575	0.1840857307
576	0.1837031137
577	0.183374807
578	0.1830387743
579	0.1825991882
580	0.1822458394
581	0.1818836853
582	0.1815573992
583	0.1811220434
584	0.1808410745
585	0.180476625
586	0.1801065326
587	0.1798569255
588	0.1795249772
589	0.1792128327
590	0.1788215555
591	0.1785153257
592	0.1782015088
593	0.1780109106
594	0.1777388427
595	0.1774663994
596	0.1771000618
597	0.1768904275
598	0.1765989121
599	0.1761889309
600	0.1760285796
601	0.1756935628
602	0.1754361145
603	0.1751407637
604	0.1748328487
605	0.1745257394
606	0.1741330128
607	0.173842855
608	0.1735953167
609	0.1733837872
610	0.1730658992
611	0.1728160315
612	0.1724747078
613	0.1720782089
614	0.171798887
615	0.1714831426
616	0.1711986534
617	0.1709063427
618	0.1706249687
619	0.1701859901
620	0.1698787705
621	0.1694772228
622	0.1691966354
623	0.1689596544
624	0.1686638787
625	0.1682125325
626	0.1678591916
627	0.1674889419
628	0.1671881705
629	0.1668407554
630	0.1664160668
631	0.1659556688
632	0.1656218349
633	0.1653474792
634	0.1649216962
635	0.1645299888
636	0.1642646395
637	0.1639335879
638	0.1637497436
639	0.16336706
640	0.1629386754
641	0.1626419012
642	0.1623999884
643	0.1621357756
644	0.1618769987
645	0.1614438359
646	0.1612296764
647	0.1609503251
648	0.1605945272
649	0.1602742004
650	0.1600358436
651	0.1597465152
652	0.1594880472
653	0.159228345
654	0.1590034718
655	0.1586888623
656	0.1583864254
657	0.1580012213
658	0.1578024832
659	0.1575658128
660	0.1572249473
661	0.1569793717
662	0.1566981925
663	0.1564237775
664	0.1561316416
665	0.1558528225
666	0.155628069
667	0.1553010188
668	0.1550139666
669	0.1547746083
670	0.1545047527
671	0.1542897307
672	0.1541002112
673	0.1536967487
674	0.1536157905
675	0.15341128
676	0.1531670992
677	0.1528613353
678	0.152475031
679	0.1522449719
680	0.1520468076
681	0.1517575177
682	0.1514312434
683	0.151017229
684	0.1506773776
685	0.1504025229
686	0.1501031044
687	0.1498410506
688	0.1496021589
689	0.1491611266
690	0.148874214
691	0.148610447
692	0.1483494878
693	0.1480233722
694	0.1477054069
695	0.1473023102
696	0.1470384275
697	0.1466871982
698	0.1463297335
699	0.1460480277
700	0.1457508447
701	0.1454789514
702	0.1451903542
703	0.1449380411
704	0.1447426952
705	0.1445133575
706	0.14421548
707	0.1438882563
708	0.1436120049
709	0.1433536458
710	0.1431475968
711	0.1428108104
712	0.1426322118
713	0.1422492994
714	0.1419632112
715	0.141650753
716	0.1414633033
717	0.1411775663
718	0.1408942668
719	0.1406869965
720	0.1404999367
721	0.1403298328
722	0.1401462123
723	0.1397927931
724	0.1395826178
725	0.1393439847
726	0.1391387971
727	0.1389482874
728	0.1386381351
729	0.1384278422
730	0.1381394238
731	0.1378279985
732	0.1376546248
