,updrs,param,val,auc,acc,prec,recall
0,updrs_2,max_delta_step,1,0.5130832960143306,0.7062078272604587,0.25,0.09636363636363637
1,updrs_2,max_delta_step,3,0.5101030004478281,0.7114709851551957,0.2833333333333333,0.07636363636363637
2,updrs_2,max_delta_step,5,0.5101030004478281,0.7114709851551957,0.2833333333333333,0.07636363636363637
3,updrs_2,max_delta_step,7,0.5101030004478281,0.7114709851551957,0.2833333333333333,0.07636363636363637
4,updrs_2,max_delta_step,9,0.5101030004478281,0.7114709851551957,0.2833333333333333,0.07636363636363637
5,updrs_2,scale_pos_weight,1.1,0.5459404388714734,0.7164642375168692,0.3966666666666666,0.17636363636363636
6,updrs_2,scale_pos_weight,1.3,0.5173936408419166,0.6650472334682861,0.28606060606060607,0.19636363636363638
7,updrs_2,scale_pos_weight,1.7,0.5455553067622032,0.6546558704453441,0.33055555555555555,0.3090909090909091
8,updrs_2,scale_pos_weight,2,0.5338289296909986,0.6645074224021592,0.3361111111111111,0.2509090909090909
9,updrs_2,scale_pos_weight,2.3,0.48688087774294664,0.6234817813765182,0.2435714285714286,0.19272727272727272
10,updrs_2,subsample,0.3,0.5,0.7319838056680162,0.0,0.0
11,updrs_2,subsample,0.5,0.5287259292431707,0.7117408906882592,0.37,0.13454545454545452
12,updrs_2,subsample,0.7,0.5275705329153605,0.7114709851551957,0.3933333333333333,0.13272727272727272
13,updrs_2,subsample,0.9,0.5279131213613971,0.6908232118758434,0.28555555555555556,0.17454545454545456
14,updrs_2,colsample_bytree,0.3,0.514908195253023,0.7006747638326585,0.3833333333333333,0.11454545454545455
15,updrs_2,colsample_bytree,0.5,0.5204209583519928,0.7063427800269906,0.4,0.1181818181818182
16,updrs_2,colsample_bytree,0.7,0.5367778772951187,0.7217273954116059,0.45999999999999996,0.13636363636363635
17,updrs_2,colsample_bytree,0.9,0.5033049708911778,0.7107962213225372,0.5,0.05636363636363637
