,updrs,param,val,auc,acc,prec,recall
0,updrs_3,max_delta_step,1,0.4990769230769231,0.6076923076923076,0.3309090909090909,0.16923076923076924
1,updrs_3,max_delta_step,3,0.5223076923076923,0.6184885290148447,0.3659090909090909,0.23076923076923078
2,updrs_3,max_delta_step,5,0.5223076923076923,0.6184885290148447,0.3659090909090909,0.23076923076923078
3,updrs_3,max_delta_step,7,0.5223076923076923,0.6184885290148447,0.3659090909090909,0.23076923076923078
4,updrs_3,max_delta_step,9,0.5223076923076923,0.6184885290148447,0.3659090909090909,0.23076923076923078
5,updrs_3,scale_pos_weight,1.1,0.548923076923077,0.6437246963562753,0.4644444444444445,0.2615384615384616
6,updrs_3,scale_pos_weight,1.3,0.518,0.6129554655870445,0.35838383838383836,0.23076923076923078
7,updrs_3,scale_pos_weight,1.7,0.5410769230769231,0.6079622132253711,0.43194444444444446,0.3384615384615385
8,updrs_3,scale_pos_weight,2,0.5296923076923076,0.5978407557354926,0.39682983682983686,0.32307692307692315
9,updrs_3,scale_pos_weight,2.3,0.5181538461538462,0.5975708502024292,0.3686979686979687,0.27692307692307694
10,updrs_3,subsample,0.3,0.5453846153846154,0.6493927125506074,0.4717460317460317,0.23076923076923078
11,updrs_3,subsample,0.5,0.5296923076923077,0.6284750337381916,0.4430769230769231,0.23076923076923078
12,updrs_3,subsample,0.7,0.5261538461538462,0.6184885290148447,0.38555555555555554,0.24615384615384617
13,updrs_3,subsample,0.9,0.5027692307692307,0.5977058029689609,0.3923232323232323,0.21538461538461537
14,updrs_3,colsample_bytree,0.3,0.4990769230769231,0.6028340080971659,0.32272727272727275,0.1846153846153846
15,updrs_3,colsample_bytree,0.5,0.5144615384615384,0.6130904183535762,0.469047619047619,0.21538461538461542
16,updrs_3,colsample_bytree,0.7,0.5067692307692307,0.6130904183535762,0.36190476190476184,0.18461538461538463
17,updrs_3,colsample_bytree,0.9,0.5186153846153846,0.6286099865047234,0.4431746031746032,0.18461538461538463
