,updrs,param,val,auc,acc,prec,recall
0,updrs_1,tree_learner,serial,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
1,updrs_1,tree_learner,feature,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
2,updrs_1,tree_learner,data,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
3,updrs_1,tree_learner,voting,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
4,updrs_1,boosting,gbdt,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
5,updrs_1,boosting,dart,0.5786428571428571,0.6337381916329284,0.49137426900584796,0.3609523809523809
6,updrs_1,feature_fraction,0.4,0.5930714285714286,0.6340080971659919,0.5147368421052632,0.43047619047619046
7,updrs_1,feature_fraction,0.6,0.5815714285714286,0.6287449392712551,0.5126373626373626,0.3904761904761905
8,updrs_1,feature_fraction,0.8,0.5617619047619048,0.6082321187584345,0.4596643122958913,0.37619047619047613
9,updrs_1,feature_fraction,1.0,0.573547619047619,0.6184885290148447,0.4738095238095238,0.39142857142857135
10,updrs_1,is_unbalance,True,0.5853095238095238,0.6083670715249662,0.4966666666666667,0.48761904761904756
11,updrs_1,is_unbalance,False,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
12,updrs_1,min_data_in_leaf,10,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
13,updrs_1,min_data_in_leaf,20,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
14,updrs_1,min_data_in_leaf,30,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
15,updrs_1,min_data_in_leaf,40,0.5772380952380952,0.6236167341430499,0.49404761904761907,0.3904761904761904
16,updrs_1,min_data_in_leaf,50,0.5843809523809524,0.6288798920377868,0.5016666666666667,0.40476190476190477
17,updrs_1,max_depth,1,0.5797380952380952,0.6237516869095817,0.49689199689199687,0.4038095238095238
18,updrs_1,max_depth,5,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
19,updrs_1,max_depth,10,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
20,updrs_1,max_depth,15,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
21,updrs_1,max_depth,20,0.5657619047619048,0.6133603238866396,0.46551226551226554,0.37619047619047613
