,updrs_1,updrs_2,updrs_3
colsample_bytree,0.6291164209999485,0.8561006076487455,0.7310113546368466
learning_rate,0.6285674184694072,0.7506181951814925,0.5567614720759515
max_depth,5.0,8.0,3.0
min_child_weight,3.5788482837990783,16.437261381752943,5.512250721546523
min_split_gain,0.005488775502825025,4.557234380025687e-05,0.00019672602277723636
reg_alpha,7.73583041504288,6.684874867609713,1.4849686714281682
reg_lambda,3.4935922841542895,3.002658802449773,3.0252018144363935
subsample,0.9166817396374412,0.8829938239339178,0.5565613110107488
