,updrs_1,updrs_2,updrs_3
bagging_temperature,4.868728253062696,7.7891662419227226,5.2375953527679355
depth,10.0,4.0,8.0
l2_leaf_reg,8.898354840891727,5.2601183785407395,6.373238194913324
learning_rate,0.017243499501657704,0.07734000799518928,0.5414851652470841
min_data_in_leaf,6.0,8.0,6.0
