,0
Q06481,0.010609357446327305
P17174,0.008116204228578613
P04180,0.00798119553257534
P05060,0.006457914365311739
O14773_P19827,0.005851976744093123
O14773_Q06481,0.005095175075958039
P05067,0.004935474512986961
Q13451_Q14515,0.00465574819760386
O14773_Q6UX71,0.004370243270827241
P01877_Q9NYU2,0.003498497120984991
P08123_Q96BZ4,0.003017686788444307
O15394_P05090,0.0027797169420554707
P16870_Q9Y6R7,0.002611422167450984
P43121,0.002590739010203708
O14773_P49588,0.0025838813579762824
P00736_P00746,0.0025401799239256665
P08637_Q9Y6R7,0.002436499998464423
P09486,0.0023970942103605083
P01608_P16870,0.0023143852006204716
P01591_P02675,0.0022931984354263033
Q6UXB8_Q6UXD5,0.0021945249715726372
P01877_P27169,0.0021615629708008044
O14773_P39060,0.002121855113965216
P01859_Q8IWV7,0.002039561768110839
P39060_Q13451,0.0019040314351987243
Q6UXB8,0.001895413139420343
P01860_Q9NYU2,0.0018889100570477204
P00441_P04207,0.0018790010060086599
P01876_Q9NYU2,0.0018580701495551249
P02790_Q13451,0.0017855307114547567
P07195_P27169,0.00176746729689608
Q16270_Q9Y646,0.0016138506583717673
P01857_P01876,0.0015923004259477372
P01876_P02656,0.0015514943092194626
P19827_Q06481,0.0015478183338480018
O00584_P13521,0.001539293253700013
P02753_Q96BZ4,0.0014921042840039804
P01344,0.0014910813999040595
P08571_P61916,0.0014628527859061604
Q99969_Q9Y6R7,0.001461352345563191
P10645_Q92520,0.0014342086143302798
P04180_Q9Y6R7,0.001425425761311982
P05090_Q99435,0.001400683349569166
P14618,0.001375466646847067
P39060_Q9HDC9,0.0013476262769865834
O75144_P16870,0.0013003774713243228
P25311_Q99435,0.0012815567207764794
P25311_P60174,0.0012601114636589914
P06454_Q99969,0.00125479130029212
P01594_Q6UXD5,0.001227085032447607
P30086_Q6UXB8,0.0012141578087546336
P01877_Q9Y646,0.0012007684952919189
P06454_P09486,0.0011987879642146799
P04180_P05090,0.0011821561523566505
P02753_P60174,0.001172352457721103
P01876_P05546,0.0011572462756027045
P02749_Q9Y6R7,0.001148573681358995
O60888,0.001128855614919393
P00738_P01877,0.0011236609691162704
P00738_Q13451,0.001120758622765825
P01031_P02774,0.0011159742277875634
O15240_Q8IWV7,0.0011128567500836796
P07858_Q9Y6R7,0.0011110468492007836
P04207_P08133,0.0011078334522586686
P16152_P43121,0.0010975316462535248
P02749_P08697,0.0010877683265627669
P01877_Q16270,0.0010643889291647476
P01033_Q9Y646,0.001060875805191844
P07195_Q8N2S1,0.0010454898720296828
O94919_P41222,0.0010327182913730125
P01591_Q6UXD5,0.0010309844609503124
O15240_P16870,0.0010287519946062266
P10909_P23142,0.0010218022929568279
P01877_P02749,0.0010086294402661682
P19827_Q9Y6R7,0.0010050373494517094
P14314_P43251,0.0010011085789906546
P08123_Q06481,0.0009960300059961094
P14174_Q562R1,0.0009827676366969892
P19652_Q8IWV7,0.0009782822345456908
P00738_P02751,0.0009715756208802089
Q96BZ4,0.0009709489824284227
P00746_P01859,0.0009471826591772208
P05060_P27169,0.0009462762133765559
P36222_Q9UNU6,0.000935852027726246
O00584_P01608,0.0009306002030387601
P01008_P02656,0.0009184154389719891
P01877_P02750,0.000912067944827932
P07195_P36980,0.0008968407139384309
P02790_P08133,0.0008948364070153323
P01860_P16035,0.0008844952386301595
P16870_P36980,0.0008833958961682044
O15240_P00441,0.0008833801163745467
P02452_P04004,0.0008733390880948518
O14791_P01861,0.0008708697504667067
P05408_P30086,0.0008652577170459063
P04406_Q9Y6R7,0.0008648924668966876
P01860_P25311,0.0008647743912098408
P00746_P12109,0.0008624935849833816
P23083_P55290,0.0008594455734485687
O43505_P02452,0.0008576228813584501
P02766_P25311,0.000857180064431882
P06454_Q9Y6R7,0.0008562147253958691
P08571_P13473,0.0008487392640603715
P36980_Q6UXD5,0.0008445233918867278
