,0
Q06481,0.02061607695839231
P04180,0.008070449947877603
P09486_P19827,0.0062839765322799945
P06454_Q9Y646,0.005852070042411768
P16035_Q6UX71,0.005097093807175614
P04406_P16035,0.004946163798532912
P00736_P00746,0.004900872937061972
P43121,0.004624190276587814
P05060_P27169,0.004212262235980906
P17174,0.004153183023320763
P27169_Q8IWV7,0.003923629188763685
P01608_P16870,0.003898760210204883
O14773_Q06481,0.003778151188348334
P09486,0.003714890020849757
P13591,0.0035371308451968442
P19823_Q9Y6R7,0.0029876088856602557
O75144_P16870,0.0029849941732378914
P01608_Q12907,0.0029799090936044183
P08294_Q9Y646,0.00279193954432503
O15394_P05090,0.002555254186908682
Q99832_Q9Y646,0.0023596807520644327
P02656_P11277,0.0022999297736643596
P05067,0.002156126232400088
P07195_P36980,0.002091061052719087
P01877_P02790,0.0019693593784140713
P02766_Q9Y646,0.0019658503657976655
P01859_Q9NYU2,0.0018635455139487537
P04075_P16870,0.0017504618997609522
P31997_P36980,0.001749885602105801
Q06481_Q9Y646,0.0017060777028421055
P05546_P16035,0.0016250803865298193
Q99969_Q9Y646,0.0015650378273698456
P07602,0.0015544368022057892
P06454_Q8IWV7,0.00149256264439684
P36980_Q13451,0.001477524018570497
P01833_Q9Y646,0.001474495589691553
P01033_Q9Y646,0.001468788154071051
Q16270_Q8IWV7,0.0014668119904697266
Q92876_Q9NYU2,0.0014628717098007541
P07225_P13591,0.0013902486080367763
P61916_Q14515,0.0013654238367709409
P09486_Q8IWV7,0.0013631096561346168
P61916,0.001348853748307225
O14773_Q562R1,0.001337763763503908
Q12841_Q8IWV7,0.0013282199053397845
P01033_P80748,0.0013264703752068848
P07602_P10645,0.0013155712351661279
P01859_Q06481,0.0013083508810598056
P07195_P14618,0.001304435254978742
P02753_P60174,0.0013000724457603657
O75144_P01011,0.0012982204322070545
P06454_Q06481,0.0012909991241400705
P11277_P19827,0.0012662259130501292
Q12907,0.0012463064088524935
O14773_P01608,0.0012377624314859775
P04406_P60174,0.0012268639251989274
P02765_Q96PD5,0.001223511504708523
O14773_P61626,0.001222656972164088
P06454_Q562R1,0.0012195233995115449
P02753_Q9Y6R7,0.0011670659413213298
P01861_P51884,0.001163649358335809
O14773_P01344,0.0011605458562587777
O00533_P13473,0.0011450326735923343
P07195_Q06481,0.001144990828352227
P04216_P61916,0.0011268762144413598
P60174_Q6UXD5,0.001117495440103031
P01621_P07711,0.0011076077767534708
P13611_Q12907,0.0010983308969345568
O14773_P09486,0.0010885170384655357
P07195_P07998,0.0010819476163981398
P01031_P60174,0.001077505068029866
P01033_P04180,0.0010752081624553493
P02656_Q8IWV7,0.0010664266034871766
P00450_Q8NE71,0.0010596917435648754
P08637_Q9Y6R7,0.0010197892579087964
P16870_Q7Z5P9,0.0010052792422121381
O14773_Q99969,0.000991432654255568
