,0
O60888_P02787,0.022429617
Q14515_Q9Y6R7,0.02173719
P01857_P02675,0.020803424
P17174,0.017571945
P02774_P07333,0.01755217
P01008_P23083,0.01718576
P06454_Q99969,0.016638933
P09871_Q15904,0.015962543
P02768_P16870,0.015901871
P20933_Q8N2S1,0.015669676
P01608_P19827,0.0136821605
Q6UX71_Q96KN2,0.0134724695
P05060_Q9UKV8,0.013369846
P01876_P02452,0.012118056
P24592_Q9UNU6,0.012042994
P36222_Q99969,0.011865583
O75326_P02766,0.011661578
P02647_P08133,0.011183962
O14791_Q8N2S1,0.011075668
P10451_Q92823,0.010450483
P00738_P04207,0.010337296
P06681_P12109,0.010282584
P02753_Q06481,0.010157253
P11142_P40925,0.009798739
P02748_P20933,0.009069982
P18065_Q96PD5,0.008772293
P04207_P05546,0.008648866
P01591_P02649,0.008380468
P07339_Q6UXD5,0.008310366
P02656_P10643,0.008233367
Q6UX71_Q9Y6R7,0.008146565
P01860_P02656,0.008070462
P04180,0.007996949
P13591_Q9UNU6,0.007983189
P06681_P51884,0.0076459795
P01834_P10645,0.0075874585
P08294_Q7Z5P9,0.0070934207
P05090_Q13332,0.0068775536
P02749_Q7Z3B1,0.0068566604
P01042_P02656,0.0068228655
P01861_P98160,0.0067541357
P05408_P17936,0.0065542622
O14791_P02675,0.0064536384
P49908_Q6UXB8,0.0063867513
P08697_P09104,0.006270492
P01834_P10643,0.006105283
P02753_P11277,0.00603337
P01344_P01594,0.005976653
O14498_P00736,0.005897695
P05408_P36980,0.005877209
P02763_P13521,0.0053406293
P01833_P54289,0.0052239425
Q14515_Q9UBR2,0.005187477
P04275_P06310,0.005166442
P35542_Q8NE71,0.00512634
P02792_P13591,0.0051154043
P02753,0.004949502
P02649_P02790,0.004918127
P02753_Q13451,0.00487507
Q13451,0.0047746054
P01857_P80748,0.0047727167
P14314_Q13449,0.00472496
P02652_Q14118,0.004678639
P01833_P10645,0.0046326974
P02749_P04196,0.0045343726
P13591_Q16270,0.004498013
P02760_Q8N2S1,0.004433985
P00736_P08637,0.004370902
Q06481,0.0043367245
P04433_Q9Y6R7,0.004244939
P01860_P01861,0.004179681
O00533_P02753,0.004030104
P04196_P16070,0.003997789
P02774_P25311,0.0039922614
P06396_Q92876,0.003946997
O14773_P04211,0.003887964
P02671_P10645,0.0038672534
P02649_P10451,0.0037839364
P02656_Q14515,0.0037748073
P01591_P02787,0.003715088
Q9NYU2,0.003613796
P01033_Q6UX71,0.0036012135
P08697_Q9UNU6,0.003580402
P01834_P01861,0.0035429345
P01833_P23083,0.0035222182
P01861_P08253,0.003445612
O14791_P08697,0.0034252051
P07339_P80748,0.0034241024
O15240_P06454,0.0033635905
P02763_P04217,0.0033447726
P39060_Q92520,0.0032567072
P06454_Q99435,0.003236034
P02753_Q9Y646,0.0032343676
P01857_P02751,0.0031553495
P00736_P01857,0.0030451096
P01608_P01861,0.0029786383
P06681_P80748,0.002958597
P00736_P51884,0.0029256279
P07339_P43251,0.002833439
O14498_O15240,0.002797151
P01833_P27169,0.002785597
P02452_P02671,0.0027659053
O75144_Q6UXD5,0.0026314382
P01860_Q6UXB8,0.0026269492
P07602_P13671,0.0025760683
P00751_Q9Y6R7,0.0025570411
P01876_P02652,0.0025215815
P01876_P07602,0.0025150955
P02749_Q9Y6R7,0.0024440505
O15240_P02747,0.0023537166
P01861_P13987,0.00234004
P04180_P19827,0.0023372043
P01009_Q99435,0.0023074122
P06454_Q6UXB8,0.0022953113
P02649_Q14118,0.0022929457
P00738_P55290,0.00226662
P00734_P13473,0.0022297374
P01860_P32754,0.0021820837
P01833_Q06481,0.0021723092
P10451_P60174,0.0021619126
Q13451_Q9Y646,0.0021036242
P11142_Q14624,0.002083752
P10451_P16070,0.0020810848
P00747_P01042,0.0020670122
P02760_P20933,0.0020511604
P08294_P80748,0.0020455017
O14773_P36222,0.0020081545
Q8NE71_Q99832,0.0019722786
P02766_P02774,0.0019672986
P00738_P01780,0.0019539406
P00747_P01857,0.001933307
O60888_P00748,0.0019088514
P13671_P51884,0.0018935238
P08637_P54289,0.001870748
O15394_P05090,0.0018595497
P01009_P01023,0.0018566935
O14498_Q14118,0.0018370238
P05155_P07711,0.0018089944
O75144_P19652,0.0018030797
P02452_Q9Y646,0.0018013645
P01717_P09104,0.0017968656
P01608_P07333,0.0017825908
P04196_P08493,0.0017745445
P36222_Q99435,0.0017446759
P02656_P16070,0.0017097538
P17936_P61278,0.0016917025
O75326_P07602,0.0016860524
P13591_P32754,0.0016742309
P07339_P61769,0.0016662966
P00746_P07858,0.0016346687
P02750_P32754,0.001609908
P04433_Q9UKV8,0.0015968608
P10645_Q6UX71,0.0015903175
P19827_P60174,0.0015742078
O43505_P04406,0.0015560582
P01834_P32754,0.0015358727
P01608_P16152,0.0015332886
P02671_P04156,0.0015203239
P02748_Q13283,0.001492998
P01859_Q99969,0.0014655265
P23083_P27169,0.0014608704
P02763_P13611,0.0014578066
O14791_O15240,0.0013929103
P05155_P13671,0.0013840299
P01608_Q8NBJ4,0.0013517024
P01008_P31997,0.0013482635
P00441_Q16610,0.0013336318
P14314,0.0013201832
P08123_Q96BZ4,0.0013007426
P36955_Q13283,0.0012849879
P14314_Q99832,0.0012810449
O15394_P10645,0.0012745621
P01834_P05452,0.0012658957
P31997_Q9UKV8,0.0012376066
P13611_P32754,0.0012241949
P02649_P36222,0.0012133674
P19652_Q99674,0.0012049469
P02671_Q9NYU2,0.0011931581
O14791_P01009,0.0011847975
P05408,0.0011392557
P01861_P06454,0.0011372679
P43251_Q6UXB8,0.0011347687
P02790_P05067,0.0011329275
P01834_P16870,0.0011182822
O00584_P06396,0.0011086453
P02652_P08637,0.0010910069
P01008_P04180,0.0010812369
P13671_P24592,0.0010716802
P01877_P04211,0.0010711135
P05155_Q96KN2,0.0010682183
Q6UX71_Q99832,0.0010587409
P01860_P39060,0.0010467862
P02452_Q13332,0.0010437557
P01008_Q7Z5P9,0.0010422544
P02655_Q13449,0.0010422168
P36222_P36980,0.0010417543
P01717_Q99969,0.0010123168
P25311_Q9UBX5,0.0010099926
P01591_P01621,0.0010083823
P01608_P43652,0.0010026234
P01009_P14314,0.0009972234
P05090_P07225,0.0009784934
P00746_P16070,0.0009783189
P01011_P49908,0.0009712591
P00751_Q13283,0.00095426093
P04075_Q96KN2,0.0009433467
P01780_P61626,0.0009414541
O00584_P02763,0.0009370711
P06454_Q14118,0.0009322243
P55290_Q02818,0.0009296293
P01023_P08571,0.0009250517
P02748_P05408,0.00092231616
P01608_P36222,0.00090895704
P06681_Q96BZ4,0.0008885105
P31997_Q13740,0.0008747966
P01717_P06454,0.0008646494
O00584_P00747,0.00085324596
Q14624_Q9Y6R7,0.0008390632
P43652_Q6UXB8,0.00078385376
P01717_P05408,0.0007648358
P04406_P05408,0.00075928785
P00441_P07339,0.000750068
O43505_P31997,0.00074954476
P04211_P09104,0.00074876205
P02766_P80748,0.0007449726
P49588_Q9HDC9,0.00071668014
P00738_P01621,0.00070093427
P02751_P08253,0.0006745087
P01591_P11277,0.00067308545
P05090_Q13283,0.0006729262
Q02818_Q99435,0.0006678066
P02652_Q9UKV8,0.00066344725
P01780_Q99683,0.0006592452
P19827_Q14508,0.00064274564
O60888_Q96KN2,0.0006407422
P06396_Q9NYU2,0.0006367915
