,0
P11277_Q9Y6R7,0.026579926
P06310_Q9UBR2,0.021772698
P02766_Q7Z5P9,0.019194374
P02671_Q9UNU6,0.018145045
Q6UXD5,0.017262196
P05090_Q13332,0.016530117
P01857_P02679,0.016263291
P05090_P36980,0.015420366
O15240_Q6UXD5,0.015217452
P08294_P54289,0.014969602
O15240_P08253,0.014928201
P01857_Q9Y6R7,0.013700714
P01031_P02649,0.013644968
Q13449_Q13451,0.013364899
P01780_P02768,0.013065853
P02655_Q9UKV8,0.012462874
P02649_P02774,0.01218874
P02652_P23083,0.011939293
P14314_P61278,0.011597007
P05067_P36222,0.011228854
P02452_P08637,0.01071548
P02671_Q9Y6R7,0.010431689
P01780_P01859,0.009568454
P08133_Q12841,0.009521678
P13671_P23083,0.009151923
P01834_P06454,0.008938297
O75144_Q16270,0.008485771
P00747_Q9Y6R7,0.008333549
P07225_Q6UXD5,0.008215668
P01031_P02671,0.00812313
P02675_P06454,0.008084855
P01877_Q96S96,0.007936338
P01011_P16035,0.007823434
P05090_P11142,0.0076989853
Q8NBJ4_Q99435,0.0075166305
P00746_Q9BY67,0.0072756847
P01594_P02763,0.0071540913
O14773_P02765,0.006790251
P36980_P55290,0.006729213
P10645_P16152,0.006694195
P16152_Q12841,0.0064856084
P43652_Q96KN2,0.0061387205
P01861_P49588,0.005887978
P05090_P41222,0.0058615007
P04211_P55290,0.005812147
P01861_Q12805,0.005730316
O14773_Q96PD5,0.005700678
P02749_P08133,0.00554753
P02675_P04406,0.0055185324
P01042_P54289,0.005436056
P14174_Q96PD5,0.0052812174
P12109_P60174,0.005218572
P02647_P07711,0.0051801316
P01608_Q99435,0.00508052
P06396_Q99832,0.0050704223
O14498_O15240,0.0049876515
P00738_P36980,0.004981639
P09871_P16070,0.0049538533
P01033_P04275,0.0048554633
P05156_P60174,0.004683948
P01034_P30086,0.0046058646
Q6UX71_Q9Y6R7,0.004603423
P17174,0.004524639
P49908_Q562R1,0.004511
P02675_P08493,0.0044085872
P01876_P02750,0.0042520575
P00747_P43121,0.0042173592
O43505_P08253,0.004211259
P01780_P02652,0.004195801
P04211,0.0040778625
P08253_P16070,0.004059127
P23142_Q6UXD5,0.004018853
P27169_Q562R1,0.0039792918
Q99683_Q9NQ79,0.0039547323
P14174_Q562R1,0.0038889686
O14498_P08697,0.0038145047
P06681_Q9UBX5,0.0037368545
P07998_P09871,0.0036557044
P36955_Q9Y646,0.003632838
P01877_P02774,0.0036118096
P02747_P08253,0.0035072009
P08294_P11142,0.0034851993
P02675_Q96S96,0.00341273
P00748_Q8IWV7,0.0034031593
P01780_P02656,0.003363489
P05156_P10645,0.0032045944
P01591_P09486,0.0031941277
P04211_P17174,0.0031413708
P04211_P06681,0.0031164323
O14773_P61278,0.003103069
P02671_Q14508,0.0030973116
P01344_Q13740,0.0030943365
P41222_Q562R1,0.0030812179
P02753_P04180,0.0030770611
Q9UBX5_Q9Y6R7,0.0030366452
P36955_Q02818,0.0030323754
P30086_Q12841,0.0029628945
P04216_P08133,0.0029404697
O14498_Q8NBJ4,0.0029352673
P01608_P20933,0.0029315886
P05090_Q15904,0.0029035504
O00391_P00751,0.0028927494
P01594_P60174,0.0028888602
O00533_P23083,0.0028863924
O15240_P01344,0.0028693795
P23083_P60174,0.002825285
P05156_P36980,0.002772487
P02647_P31997,0.002750599
P04196_P43251,0.0027403033
P10645_P14314,0.002729605
P00748_Q99832,0.0026955886
P09871_Q13449,0.0026695544
O00533_Q99674,0.0026364052
P02679_Q92876,0.0025363942
O15240_P08603,0.0024345275
P04180_Q12841,0.0024336881
P02792_P35542,0.002400101
P16070_Q9BY67,0.002369913
P07858_P17936,0.0023492598
P00441_P01780,0.002340475
P00748_Q99829,0.0023197832
P80748_Q99435,0.00229872
P10643_Q13740,0.0022550009
O14773_P09104,0.0022033753
P10643_P10909,0.002137378
Q99969_Q9Y646,0.0020510966
P01594_P01860,0.0020374078
P02656_P19021,0.00203078
P02763_P02766,0.0019837292
O00584_P39060,0.0019713945
P16870_P19827,0.0019468915
P07998_P20774,0.0019206273
O14773_Q9UBX5,0.0018768774
P80748_Q99829,0.001803428
P05060_P07339,0.0017983317
P08133_P36222,0.0017916876
P01717_P19652,0.0017912702
P01344_P08493,0.0017548354
P17936_P43121,0.0017546146
P54289_Q562R1,0.0017070498
P01019_Q14515,0.0016910398
P02792_P04406,0.0016705643
P02787_Q9HDC9,0.0016569226
