,0
O00533_P51884,0.037096348
P01780_P61916,0.021539358
P01876_P02656,0.018453255
O15240_P09104,0.018272018
P04180,0.016634196
P02787_Q8NE71,0.016155662
P02675_P32754,0.014625986
Q06481,0.014569938
P01011_P01859,0.0142474
P04216_P05408,0.014113679
O15394_P02748,0.013252272
P01042_P02792,0.012758579
P00738_P04156,0.0126037225
P10909_Q9UBR2,0.012578452
P04196_Q9HDC9,0.012573638
P05408_P23142,0.01231956
P36980_Q9Y6R7,0.0119858915
P02671_P02751,0.011838641
P02452_Q99832,0.0114875445
P17936_Q12805,0.010611048
P19652_P24592,0.010526449
P12109_Q99674,0.010364301
P01833_Q9Y646,0.009965347
P19827_Q14508,0.009928479
O15394_P02747,0.009553563
O60888_P23083,0.009077008
P01034_P05155,0.009061025
P01860_P16035,0.008867804
P05060_P07225,0.008593424
P08294_Q9Y646,0.008507222
P00747_P35542,0.008467278
P01859_Q14624,0.0082556475
P02760_P02790,0.008160715
P10643_P13591,0.00812721
O00533_P05060,0.007580126
O60888_Q9BY67,0.0075117094
P07339_Q9Y6R7,0.0073751933
O14791_P02452,0.007140234
P05090_Q9Y6R7,0.007126582
P08123_P20933,0.0068418984
P02652_Q14515,0.0059150937
O00391_P43121,0.005909747
P61278_Q9BY67,0.0058941976
P08637_P10909,0.0058904393
P01859_Q96KN2,0.0057111527
P27169_Q16270,0.0056596426
P02790_P20774,0.0055176453
P01834_P02790,0.0053524897
P36980_P55290,0.00517828
P16152_Q562R1,0.005148088
P07195_Q16270,0.00514307
Q13451_Q14515,0.0051335627
P01608_P05156,0.0050950586
P01594_P06454,0.0050831037
P05060_P08493,0.0050207814
P10643_P80748,0.0049379133
P04180_P04406,0.0049121166
P01591_Q02818,0.0047732964
P02792_P08294,0.0047472715
O15394_P14314,0.004679357
P04217_Q96BZ4,0.0046419795
P25311_Q99435,0.004639703
P31997_P36980,0.0045679305
P00748_P27169,0.0045352946
P01621_P08294,0.0044770516
P07225_P14314,0.004324157
P00747_Q9UKV8,0.004269054
P01594_P02647,0.0041342326
Q02818_Q8IWV7,0.004124446
O15240_P02763,0.0039520194
O43505_P35542,0.003940735
P02749_P08123,0.0039033904
O75326_Q9NYU2,0.0038656462
P00748_Q9UBR2,0.0038587565
P06727_P30086,0.0038491157
P07858_Q16270,0.0038097491
P02452_P27169,0.0037939327
P06454_Q9UBX5,0.0037175082
P01033_P01876,0.0034894953
P30086_Q96BZ4,0.0034216081
P14314_P43121,0.0034211366
O15240_P00738,0.003368519
P02647_P04180,0.003361648
P07225_Q16270,0.0033582589
Q12907,0.003344627
P19652_P20933,0.0033339849
P06681_P20774,0.003333977
P05090_Q13449,0.003297726
Q99683_Q9NYU2,0.003190761
P08637_P09486,0.003164611
P19827_Q6UXB8,0.00312291
O00584_P14314,0.0031130058
P04211_P08571,0.0031087005
P02748_P30086,0.0030975929
O14791_Q14118,0.0030773033
P02763_P16152,0.0030378862
P02792_P05060,0.003033088
P02747_P07602,0.002980914
O15240_P01008,0.0029802285
O43505_P05452,0.0028550886
P13671_Q9Y6R7,0.0028260238
P13611_P49588,0.002821267
P04196_Q562R1,0.002810875
P02765_P13473,0.0027654332
P06727_Q562R1,0.0027604438
P01877_P08603,0.002750095
P01833_P04275,0.0026824719
P02753_P43121,0.0026285427
P16870_Q9UKV8,0.002599838
P01344_P16070,0.0025537238
P07998_P10645,0.002548628
P02675_P18065,0.002443675
P16070_P36222,0.002353089
P02749_P12109,0.0023077705
P23083_Q6UXD5,0.0022574128
P02792_P25311,0.0022452862
P01861_Q13449,0.0022274922
P08123_P31997,0.0022193321
Q6UXD5_Q99683,0.0021736145
P01876_P36980,0.0021414838
P02766_P31997,0.0021361213
P00450_P04217,0.0021118459
P00746_Q9NYU2,0.0021029133
P07858_P30086,0.0020323258
O14791_Q9Y646,0.0020084833
P01033_Q12841,0.0019834938
P31997_Q12805,0.0019823015
P02655_P40925,0.001965882
P06310_P08493,0.0019499548
P13591_Q8N2S1,0.001909348
P02675_P16035,0.0018895515
P16152_P16870,0.0018186882
P01042_P06454,0.0018069679
P00738_P11277,0.0017978606
P06396_P23142,0.0017823138
P05060,0.0017807292
O14498_Q02818,0.0017425717
P02766_P05546,0.001724675
P06454_Q9Y646,0.0016688848
P01594_Q8IWV7,0.0016651435
P02765_P32754,0.0016604955
P04004_P25311,0.0016597817
P06454_P11277,0.0016276508
P07333_P08294,0.0016218651
P04180_P08253,0.0015929497
P14174_Q99832,0.001583471
P14314_Q13451,0.0015639662
P01608_Q12907,0.0015579228
Q08380_Q8IWV7,0.0015534213
O15394_P04180,0.0015468003
P04433_P06681,0.0014881013
P01834_P02763,0.0014788713
P04433_P61769,0.0014710376
P01008_P04433,0.0014564797
P01034_P01344,0.0014528172
P01780_P04196,0.0014327344
P04406_P32754,0.0014064938
Q99832_Q99969,0.0013890067
P20933_Q7Z3B1,0.0013848612
P11277_P13671,0.0013723911
P01024_P01780,0.0013448849
P54289_Q15904,0.0013349392
P05155_P14314,0.001311598
P06396,0.0013029336
P00738_P01594,0.0012875564
P06727_P08133,0.0012720854
P01011_Q13449,0.0012680159
P25311_Q8NE71,0.0012567092
P04180_P60174,0.0012543957
P04433_Q12841,0.0012508945
P07711_Q6UXB8,0.0012375482
P04156,0.0012338388
P02747_P04211,0.001229662
P06396_Q9UHG2,0.0012195127
P80748_Q14508,0.0012035042
P17174,0.0011878136
P05155_Q9UBX5,0.0011773278
P10643_Q16270,0.0011717508
P43251_Q562R1,0.0011658153
P01859_P07195,0.0011570611
P00734_P43251,0.0011556253
Q96BZ4_Q9Y6R7,0.0011263563
P25311,0.001116279
P35542_Q13449,0.0011127873
P11277_Q12805,0.0011024531
P05452_Q02818,0.0010836071
P02750_P05546,0.0010698617
P07858_P16870,0.0010634625
O15394_P01834,0.0010602728
P02452_P16870,0.0010320358
P01009_P01876,0.0010265576
P02747_Q96KN2,0.0010246531
P01594_P23083,0.00101563
P08133_P40925,0.00098909
P01780_P05060,0.0009796156
P01834_P04433,0.0009748613
