Model,Target,SMAPE,R2,MAPE,MAE
rf_reg,updrs_1,114.85,0.48741787539160464,861984585613382.9,2.1746228710462288
rf_reg,updrs_2,128.16,0.5160245172077629,1034786936279155.8,1.9331386861313868
rf_reg,updrs_3,115.08,0.5464702766675776,901055181029487.5,4.749280397022333
rf_reg,updrs_4,140.07,0.46979251818584844,1561525870798770.5,1.5167592592592594
