Model,Target,SMAPE,R2,MAPE,MAE
rf_reg,updrs_1,37.31,0.8829393559563337,579606525076849.4,1.3660393258426964
rf_reg,updrs_2,67.42,0.8923395818707929,1926933413598522.5,1.5026591760299626
rf_reg,updrs_3,58.82,0.8971225194405409,4140757630927149.0,3.8782797731569
rf_reg,updrs_4,129.54,0.865881285562691,2021158525211476.2,0.8604217926186292
