iter	Logloss
0	0.6780390285
1	0.6622728522
2	0.6463529446
3	0.6339601564
4	0.6214255554
5	0.6102990405
6	0.5979506991
7	0.5863774697
8	0.5754569288
9	0.5651299748
10	0.556457916
11	0.5484792721
12	0.5409101757
13	0.5318477632
14	0.5233140357
15	0.5136635917
16	0.5065729795
17	0.5005443664
18	0.4934502731
19	0.4849331248
20	0.4786806851
21	0.4731723743
22	0.4659836029
23	0.4601086273
24	0.4551613495
25	0.4500568578
26	0.4449933568
27	0.4390322766
28	0.4340406818
29	0.4287227648
30	0.4239372976
31	0.42003654
32	0.4164606039
33	0.4111650023
34	0.4061482244
35	0.4013310757
36	0.3967130819
37	0.3930469935
38	0.3895543472
39	0.3861728957
40	0.3824306522
41	0.378663139
42	0.3759572891
43	0.3730966489
44	0.3694297429
45	0.363970061
46	0.3601649448
47	0.3573971192
48	0.355130076
49	0.351494152
50	0.3470819478
51	0.3452838497
52	0.3424777481
53	0.3386734248
54	0.3350220212
55	0.3315622592
56	0.3279129205
57	0.3247593994
58	0.3212742772
59	0.3195580817
60	0.317987999
61	0.31537962
62	0.3130404488
63	0.3106322118
64	0.3085192819
65	0.3065651846
66	0.3046629441
67	0.3024213747
68	0.2993137754
69	0.2975455149
70	0.2948721239
71	0.2923775349
72	0.2901307998
73	0.2863451686
74	0.2841776829
75	0.2829151235
76	0.2810852066
77	0.2799956029
78	0.277642657
79	0.2755330469
80	0.273633957
81	0.2708196583
82	0.2685549488
83	0.2666859866
84	0.2643526249
85	0.2617841118
86	0.2589964574
87	0.2563752293
88	0.2546645187
89	0.2529534813
90	0.2512699797
91	0.2492973039
92	0.2484484071
93	0.2472171607
94	0.2440378392
95	0.2427524648
96	0.2409578741
97	0.2391114555
98	0.2377392857
99	0.235378977
100	0.2331483638
101	0.2310029698
102	0.2298621401
103	0.2281206264
104	0.2263043243
105	0.224853664
106	0.2239393522
107	0.2222952582
108	0.2205030005
109	0.219291911
110	0.2170313529
111	0.2160628429
112	0.2149213448
113	0.2139665762
114	0.2124788417
115	0.2122376378
116	0.2107099547
117	0.2095995932
118	0.2080855055
119	0.2064812973
120	0.2049047802
121	0.2034200672
122	0.2026758931
123	0.2007803295
124	0.1992104427
125	0.1984535889
126	0.1972231308
127	0.1964052755
128	0.1950795769
129	0.1939111614
130	0.1927730247
131	0.1902830482
132	0.1888258364
133	0.1869748006
134	0.185802681
135	0.1845660496
136	0.1841887621
137	0.1835402923
138	0.1826890343
139	0.181586703
140	0.1807973025
141	0.1793134174
142	0.1778897029
143	0.1766903695
144	0.1749865093
145	0.1737144318
146	0.1729137698
147	0.1719509036
148	0.1705051008
149	0.169090351
150	0.1682865726
151	0.1672442143
152	0.1665381859
153	0.1651785741
154	0.1643581749
155	0.1629161366
156	0.1622467859
157	0.1611571807
158	0.1598163141
159	0.158379684
160	0.157275945
161	0.1566841193
162	0.1556967678
163	0.1551371237
164	0.1547318692
165	0.1530754678
166	0.1523303441
167	0.1512549225
168	0.1504838554
169	0.14951597
170	0.1491952671
171	0.1475030789
172	0.1467193783
173	0.1458188263
174	0.1447660325
175	0.1433236971
176	0.1427263659
177	0.1421584235
178	0.140978522
179	0.1398123465
180	0.1387717243
181	0.1379097228
182	0.1368284141
183	0.1363376938
184	0.1353704925
185	0.1345814474
186	0.1341867725
187	0.1333897053
188	0.1324680814
189	0.1310611787
190	0.1299410609
191	0.1288272144
192	0.1277944989
193	0.1270755852
194	0.126668172
195	0.1259252731
196	0.1246178311
197	0.1237736916
198	0.1232145051
199	0.1225737109
200	0.1214447901
201	0.1205142689
202	0.1196837961
203	0.1193644752
204	0.1190045614
205	0.1185163205
206	0.1175178813
207	0.1166109678
208	0.1153598244
209	0.115073072
210	0.1140662009
211	0.1138236432
212	0.1129742426
213	0.1125619481
214	0.1114761333
215	0.1105546447
216	0.1097598206
217	0.1092448952
218	0.1086024739
219	0.1078752556
220	0.1071469574
221	0.1065699006
222	0.1061564966
223	0.1054225569
224	0.1051889497
225	0.1049126845
226	0.1043752104
227	0.1036006626
228	0.1030382886
229	0.1023542716
230	0.1014919585
231	0.1006069357
232	0.100241718
233	0.09905986525
234	0.09852315443
235	0.09776211387
236	0.09685596519
237	0.09602853086
238	0.09553148416
239	0.09485927515
240	0.09444233609
241	0.0940688809
242	0.09359270033
243	0.09329674173
244	0.09248229751
245	0.09143135879
246	0.0908516755
247	0.09062665854
