iter	Logloss
248	0.0896318865
249	0.08921776741
250	0.08847192483
251	0.08778431894
252	0.08697307652
253	0.08602146848
254	0.08527060131
255	0.08448433594
256	0.08367451132
257	0.08313814101
258	0.08264472387
259	0.08233724473
260	0.08167127701
261	0.08122357748
262	0.08068053886
263	0.08014114452
264	0.07981045358
265	0.0792269109
266	0.07864254426
267	0.07842567727
268	0.07792237363
269	0.07743118704
270	0.07690469243
271	0.07637497239
272	0.07537672598
273	0.07462349479
274	0.07382974844
275	0.07301886541
276	0.07234608147
277	0.07187950863
278	0.07125868612
279	0.07100179979
280	0.07044420737
281	0.07014949742
282	0.06950282936
283	0.06901612423
284	0.06855580234
285	0.06835944147
286	0.06771474109
287	0.06715592669
288	0.06679080621
289	0.06628588169
290	0.06556330835
291	0.06476522776
292	0.06453767101
293	0.06423407441
294	0.06369849387
295	0.06304287163
296	0.0627460361
297	0.06240965328
298	0.06193895996
299	0.06155003092
300	0.06094895571
301	0.06020312928
302	0.0595414126
303	0.0592890914
304	0.05917399229
305	0.05843737821
306	0.05790073673
307	0.05753889389
308	0.0571924924
309	0.05689612446
310	0.05661381306
311	0.05629789083
312	0.05584699938
313	0.05533661033
314	0.05514421912
315	0.05490406107
316	0.05447674354
317	0.05405181262
318	0.05356111004
319	0.05305914472
320	0.05248213435
321	0.0520513596
322	0.05167207438
323	0.05134283608
324	0.0507550229
325	0.05054186691
326	0.05039717203
327	0.05026737746
328	0.04970290568
329	0.04926414899
330	0.04898913922
331	0.04850816041
332	0.04796687672
333	0.04763103883
334	0.04748644876
335	0.04713818322
336	0.04671032787
337	0.04647487031
338	0.04611674773
339	0.04579208983
340	0.04558118491
